-24.20612,-50.92712, 0.18, 0.03, 1, 0, 0
-24.331752,-50.996813, 3.128, 0.05, 0, 1, 0
-24.24021,-51.05428, 11.04, 0.03, 0, 1, 0  
-24.16694,-50.99845, 2.576, 0.03, 0, 1, 0
-24.1671,-50.92251, 5.99, 0.03, 0, 1, 0
